'sl_L','al_L','if_L','fl_L','bl_L','sl_f','al_f','if_f','fl_f','bl_f','sl_Pc','al_Pc','if_Pc','fl_Pc','bl_Pc','sl_Pc2','al_Pc2','if_Pc2','fl_Pc2','bl_Pc2','sl_k','al_k','if_k','fl_k','bl_k','sl_E','al_E','if_E','fl_E','bl_E','sl_S','al_S','if_S','fl_S','bl_S','sl_N_T','al_N_T','if_N_T','fl_N_T','bl_N_T','sl_Na','al_Na','if_Na','fl_Na','bl_Na','sl_mF','al_mF','if_mF','fl_mF','bl_mF','sl_medF','al_medF','if_medF','fl_medF','bl_medF','sl_d','al_d','if_d','fl_d','bl_d','sl_Ne','al_Ne','if_Ne','fl_Ne','bl_Ne','sl_rho','al_rho','if_rho','fl_rho','bl_rho','sl_TI','al_TI','if_TI','fl_TI','bl_TI','sl_Nm','al_Nm','if_Nm','fl_Nm','bl_Nm','sl_dz','al_dz','if_dz','fl_dz','bl_dz','sl_L_iqr','al_L_iqr','if_L_iqr','fl_L_iqr','bl_L_iqr','sl_f_iqr','al_f_iqr','if_f_iqr','fl_f_iqr','bl_f_iqr','sl_Pc_iqr','al_Pc_iqr','if_Pc_iqr','fl_Pc_iqr','bl_Pc_iqr','sl_Pc2_iqr','al_Pc2_iqr','if_Pc2_iqr','fl_Pc2_iqr','bl_Pc2_iqr','sl_k_iqr','al_k_iqr','if_k_iqr','fl_k_iqr','bl_k_iqr','sl_E_iqr','al_E_iqr','if_E_iqr','fl_E_iqr','bl_E_iqr','sl_S_iqr','al_S_iqr','if_S_iqr','fl_S_iqr','bl_S_iqr','sl_N_T_iqr','al_N_T_iqr','if_N_T_iqr','fl_N_T_iqr','bl_N_T_iqr','sl_Na_iqr','al_Na_iqr','if_Na_iqr','fl_Na_iqr','bl_Na_iqr','sl_mF_iqr','al_mF_iqr','if_mF_iqr','fl_mF_iqr','bl_mF_iqr','sl_medF_iqr','al_medF_iqr','if_medF_iqr','fl_medF_iqr','bl_medF_iqr','sl_d_iqr','al_d_iqr','if_d_iqr','fl_d_iqr','bl_d_iqr','sl_Ne_iqr','al_Ne_iqr','if_Ne_iqr','fl_Ne_iqr','bl_Ne_iqr','sl_rho_iqr','al_rho_iqr','if_rho_iqr','fl_rho_iqr','bl_rho_iqr','sl_TI_iqr','al_TI_iqr','if_TI_iqr','fl_TI_iqr','bl_TI_iqr','sl_Nm_iqr','al_Nm_iqr','if_Nm_iqr','fl_Nm_iqr','bl_Nm_iqr','sig_xz',Class
0.919292554051946,0.745883423912186,1.24370355941229,1.89972712311874,0.846339273082564,0.082338723170261,0.122327056316073,0.094469947014289,0.080175400664307,0.793032408511485,0.089891913665343,0.06787775738728,0.038403145034242,0.003866075658731,0.100973849515865,0.096508421369356,0.056672034279296,0.078777802942839,0.091901491765692,0.108772590918271,1.12640913705921,2.41612588087191,1.97792583016094,11.7522607336208,9.30824847573664,1.27113850911887,3.2395506629232,1.59035150715144,6.27997999509153,10.5949313046904,0.091052633433436,0.219878785810739,0.061074499584562,0.024777120721169,1.11191017368863,126.205209646187,236.366733445332,50.9668498172763,14.3009484121998,161.735377947189,46.4678309481407,70.5989647630533,25.3878621297829,10.8812161890642,54.8240225537582,0.131961005102041,0.241618397566719,0.055173635792779,0.017508534929356,2.21788552904239,0.130684,0.2402275,0.0416395,0.012812,1.8974775,0.080659681734908,0.05063139149709,0.047762128171713,0.007355125000004,0.085196738202536,4,4,2,1,6,268.261966494872,282.96253749937,240.644506130035,212.183501307543,332.866620894883,2.72853712338997,2.8361975342483,6.15780083500363,6.68746252689078,5.51236083761119,21.8281976657446,35.8463062584247,9.61241924566541,2.80362171853601,26.8346650202732,248.076593,4.14232399999997,6.70381900000001,16.612447,9.80663900000002,0.615852301950874,0.011715531569982,0,0.260829394155716,0.049257526780087,0.029295722115062,0.002784592020412,0,0.028557486825032,0.263702296187115,0.04447219713403,0.000852683318729,0,0.001164376036224,0.029448345199414,0.065936067166878,0.001780176467451,0,0.024908582699282,0.004376654835721,0.667525911759303,0.013300662224738,0,7.79979606084122,1.2166896219189,1.3304834271541,0.068715456927493,0,3.60863521693924,1.54525956816214,0.140150220279591,0.001901940303629,0,0.009838827354273,0.445593863321755,199.17735129354,11.1359488957745,0,6.30731150593104,25.2350379268746,49.7236369362393,2.21764786275681,0,3.13755366871488,5.85995558537299,0.197360737048666,0.000458570643642,0,0.002563432103611,0.898183857142856,0.1883385,0.001281,0,0.001281,1.06516875,0.03730304458499,0.001431226362857,0,0.001471249999994,0.019382774204257,3,0,0,0,1,34.2328360451677,0.128761652007029,0,2.30109061968403,19.1439310693391,0.676282239282753,0.067085911914819,0,0.492780007532923,1.6793193958498,28.5869285943582,1.20155216508686,0,1.20155228539752,3.50452852171696,335900.232482077,1
1.64936456197981,2.98531226192997,4.07571353625955,NaN,2.98531226192997,0.087378211893894,0.030063387656501,0.033894527696136,NaN,0.030063387656501,0.39762215994094,NaN,NaN,NaN,NaN,0.475494159520372,NaN,NaN,NaN,NaN,0.233989130900257,NaN,NaN,NaN,NaN,0.186468917325865,NaN,NaN,NaN,NaN,0.033537432408489,0.00343289931233,0.002040432738119,NaN,0.00343289931233,22.6710921618318,3.75178349489003,1.44834013463267,NaN,3.75178349489003,14.703791113742,4.44580837213228,2.36402781508156,NaN,4.44580837213228,0.345200729340777,0.562826417304291,0.468310520818084,0.418772212947239,0.562826417304291,0.345014317194,0.560195660451427,0.468640136998147,0.417431115405634,0.560195660451427,0.478962340035714,NaN,NaN,NaN,NaN,11.5,NaN,NaN,NaN,NaN,291.703743734952,303.40768955756,299.098675160023,296.30451589974,303.40768955756,1.50645780149097,1.63156595276678,1.83940736135127,1.53708338488494,1.63156595276678,4.40525497194895,0.50059715590329,0.200238862361316,NaN,0.50059715590329,238.007941757329,3.99999982304871,6.49701760523021,2.50099392514676,3.99999982304871,1.57889556815969,0.325338824757103,0,NaN,0.325338824757103,0.082928820093002,0.004776046002824,0,NaN,0.004776046002824,0.120195018702134,NaN,NaN,NaN,NaN,0.244878085933189,NaN,NaN,NaN,NaN,0.143261440923641,NaN,NaN,NaN,NaN,0.110721082383591,NaN,NaN,NaN,NaN,0.068011669224925,0.001280338487951,0,NaN,0.001280338487951,46.6062590098839,1.21697999112002,0,NaN,1.21697999112002,20.4571997099351,0.966138276730955,0,NaN,0.966138276730955,0.113396607564433,0.000832887825778,0,0.000115221635977,0.000832887825778,0.109789038717281,0,0,0,0,0.209252549185061,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,7.7446280221551,0,0,0,0,0.053899543390131,0.01004967445012,0,0.006399706713194,0.01004967445012,9.01074880625922,0.200238862361316,0,NaN,0.200238862361316,360553.100918857,0
1.01119969372756,1.20091804452159,1.09579194302827,1.4659876701179,1.20091804452159,0.117284268513392,0.097886285912838,0.092401429225756,0.09841729029841,0.097886285912838,0.104456965709622,0.14008694541914,0.142164687695612,0.132457544646093,0.14008694541914,0.120314085751762,0.168045329896504,0.152938512894933,0.218907550243419,0.168045329896504,1.11757655808397,0.583169667731981,0.593233843093237,0.542633290259089,0.583169667731981,1.08385568153638,0.494205244110887,0.541646683434061,0.360616564734062,0.494205244110887,0.115989535277294,0.068378791574344,0.077002740486475,0.045794230762448,0.068378791574344,94.8354550973078,56.631526681424,74.6793352850035,31.1236532335316,56.631526681424,38.4048459058753,27.2327548538521,32.7382454172165,18.2725538500253,27.2327548538521,0.196862194396831,0.154524910792865,0.153701836995294,0.120253541104699,0.154524910792865,0.180217057350092,0.14996163896285,0.147330733016133,0.111813502735458,0.14996163896285,0.104766767765424,0.170717012674367,0.155783325705779,0.186163876608914,0.170717012674367,5,5,5,4,5,276.022251711556,271.583568868329,271.14844478224,264.496280447375,271.583568868329,3.24060351577317,2.82718296639996,2.95874569905947,2.77686113265782,2.82718296639996,17.0203033007119,10.6126597051497,13.7163620717501,6.00716587083948,10.6126597051497,405.960220609792,36.7634178567678,3.52683881018311,19.8846909692511,36.7634178567678,0.168174406161128,0.129121909625268,0.040806322965971,0.260652597938443,0.129121909625268,0.027606428977523,0.006770913389391,0.001920241564945,0.006970623178251,0.006770913389391,0.031451194894549,0.024418616565849,3.98E-05,0.030662750472748,0.024418616565849,0.030577875834708,0.025745386438901,0.011386642346423,0.0792875465785,0.025745386438901,0.629342133158098,0.151414405644196,0.009931296363597,0.171121813567224,0.151414405644196,0.791536113094423,0.151060343723453,0.02923356579236,0.125782881075494,0.151060343723453,0.069140884772221,0.010638954995407,0.004134406069811,0.015824569925134,0.010638954995407,43.496990681474,20.1614659186248,8.33527214624314,15.8463531930788,20.1614659186248,11.9535428218501,6.29663367502027,2.4374415872041,6.24942119919745,6.29663367502027,0.087351519241225,0.014032544884457,0.008411782816113,0.00616755934645,0.014032544884457,0.082873537321575,0.011839076760225,0.00789271784015,0.008550444326829,0.011839076760225,0.033138749608257,0.034868951417255,0.005844865361956,0.057331410097318,0.034868951417255,1,0.5,0,0,0.5,12.0845626104662,1.91572632072194,1.29388663816218,1.84083069595698,1.91572632072194,0.401051204700896,0.16726639461552,0.134203347302098,0.19814086791743,0.16726639461552,7.00836018264606,3.50418009132303,1.40167203652921,2.95352321982941,3.50418009132303,629861.337838838,0
1.53024482127107,0.642519522082272,0.894140849612146,1.26777640515813,1.04427146878084,0.070912013491278,0.140693312222777,0.093365302028242,0.075253194824137,0.079964516437587,0.298668300882162,0.148926372095042,0.13000046127447,0.198318187458034,0.182469865092605,0.383304607500123,0.101923936782763,0.135170521410735,0.251538379069096,0.193472118420604,0.180590021180012,1.64645499314987,0.818629224042059,0.304026419724442,0.412426416485773,0.126512561636113,2.43048532882197,0.940081112017505,0.235691338617657,0.388799064867287,0.028945923599277,0.344144549331777,0.12087153569202,0.046566796731977,0.07045767983038,27.382287027527,369.815204005316,137.222692227017,48.1454717854561,86.1397302615814,16.7722920009632,95.1233705414305,49.1188299240546,24.433990708235,36.0108241358348,0.209810436290086,0.743022829600034,0.236998261473061,0.171784141198751,0.204313028925604,0.209157022763975,0.740600024000742,0.227573364390992,0.170351160049904,0.201264304923825,0.396240620518304,0.095320125200603,0.11405078060522,0.250037471430696,0.191946752541159,9,10,6,6,7,279.618268289877,310.148854931395,281.655951511621,274.662607318109,278.689431731118,1.9000795080282,2.29198972490181,2.42522615147978,1.99529758485275,2.03935131355158,5.30434812249052,47.6390510623676,23.4191973709958,9.10746564427615,15.6127982473305,495.721283774823,27.4590148590505,7.77868808992207,21.0655725933611,49.3155710147694,1.23100767934788,0.028843126004632,0.059953627890027,0.196759661252759,0.128605503679346,0.010882293770254,0.054142768967324,0.004878810794146,0.002410947733169,0.009499391144297,0.172148505543984,0.019543215003052,0.012110883465414,0.075935126969133,0.051499735238603,0.228282439115754,0.014180936014509,0.01196662953011,0.099849101967873,0.05809458460029,0.182606026710432,0.40072883326761,0.159009259624637,0.177431691342318,0.182955221855153,0.237273045858559,0.622337289290758,0.214251539736321,0.185455145528386,0.221366166071522,0.053252069020624,0.15089776224388,0.017559664079251,0.018481282304162,0.02669546793897,74.3113577530267,48.4856507184441,25.8062126453088,26.8139484342266,32.0409575767373,27.4968766715746,8.36810911102775,6.25669337920655,8.64109141345145,8.89780090188221,0.172291992305679,0.454893072788555,0.030178324217082,0.009724108721502,0.023204266977998,0.161471852479735,0.463697173108812,0.026637922710506,0.009865897300188,0.024335880007129,0.388194575179889,0.010808196824208,0.015696685983321,0.125095982994137,0.071357396565834,4,1.75,0.75,1,0,20.0289936297467,13.9655404694478,2.77580205608797,1.41268936591115,2.86221468466152,0.228026837944117,0.182485768763343,0.433613409210339,0.040508794216058,0.132002406119043,13.4109933662967,3.50287140164467,3.75307650176215,4.70385588220856,5.20426608244351,817508.370334119,1
1.38283591718658,0.588731463465537,0.635110361046926,0.780745179268432,0.588731463465537,0.078781768896995,0.230612873917342,0.168287680536973,0.087990066149698,0.230612873917342,0.245828802053518,0.255758633409708,0.183315229212107,0.24601525045041,0.255758633409708,0.236432543273338,0.158871908290413,0.123294284811408,0.209643725925056,0.158871908290413,0.471578856080755,1.55172960032271,1.44796304267797,0.458919607871074,1.55172960032271,0.56838657690417,2.64206417670295,2.28367784129097,0.587991919167631,2.64206417670295,0.038305175742018,0.675730723214292,0.418416693534503,0.144393663390317,0.675730723214292,37.1016938246944,480.719795213815,383.561749547344,206.155116442642,480.719795213815,20.5375936429215,113.298821633694,97.4386211419665,64.4288555696834,113.298821633694,0.18442219390427,2.49736159215739,1.10399768173148,0.522608979752566,2.49736159215739,0.184163416270167,2.48949475208065,1.06157054950017,0.518288471503183,2.48949475208065,0.185392625364034,0.153041758977467,0.116435607662632,0.192106662204002,0.153041758977467,12,17,12,13.5,17,276.54530696137,339.423783560029,318.66887242632,301.530100336512,339.423783560029,1.99949076184301,1.92280235938348,3.37786615714279,1.90015291301246,1.92280235938348,7.10582484333634,54.044301625375,48.5397894227905,32.426580975225,54.044301625375,203.709005010314,14.0122942989692,7.28278647828847,3.95491781178862,14.0122942989692,2.03011620662185,0.037418300548723,0.02139465590751,0.008560013081394,0.037418300548723,0.036141035415402,0.016615716474892,0.020396909575824,0.003473073472521,0.016615716474892,0.08616382962793,0.012952011215844,0.001908187236146,0.014692215084042,0.012952011215844,0.207324121839879,0.029477943561678,0.008304354109991,0.020117883942567,0.029477943561678,0.290904359558631,0.166402304443691,0.239021141951917,0.050512143942787,0.166402304443691,0.487541572078726,0.269093647415022,0.453274991602084,0.071144035131491,0.269093647415022,0.129852865213072,0.036909317745459,0.078734524073431,0.008863613876837,0.036909317745459,192.582163691176,91.5827643265712,38.7332783034031,6.78024969309035,91.5827643265712,57.5684289272045,14.3853737073693,6.5628736578491,1.41274077054502,14.3853737073693,0.415484473835052,0.05261650157412,0.256003322217663,0.009568303020969,0.05261650157412,0.40285747309099,0.061661858126172,0.253882423858158,0.002630905946717,0.061661858126172,0.129621884938082,0.013451496774145,0.005133875736093,0.013576769861719,0.013451496774145,10,1.25,0,1,1.25,56.7706488691001,0.593128080892086,5.80264254962049,0.12257271595746,0.593128080892086,0.416478990403603,0.038535056951895,0.080840083087265,0.122062894882642,0.038535056951895,30.7251862944261,4.20344568197361,2.60213304122176,0.800656320375921,4.20344568197361,259186.207486377,0
4.07621743106177,NaN,NaN,NaN,NaN,0.105211122829437,NaN,NaN,NaN,NaN,0.000502716120526,NaN,NaN,NaN,NaN,0.423111469306646,NaN,NaN,NaN,NaN,51.3430308097804,NaN,NaN,NaN,NaN,12.5957537050242,NaN,NaN,NaN,NaN,0.006332088437685,NaN,NaN,NaN,NaN,1.44834398350121,NaN,NaN,NaN,NaN,2.36344337731781,NaN,NaN,NaN,NaN,0.026022247589369,0.088705199130107,0.072879329444478,0.064404361927596,0.093085549707376,0.026309059467167,0.089450802188367,0.072349913534708,0.064457195694558,0.093397161108442,0.002049180213362,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,229.557855936577,259.108083724127,253.98475371354,251.195490227245,260.15055236644,1.9442801630412,1.93957865421954,1.75874940231003,1.70317706987441,1.73017286437627,0.200164080093982,NaN,NaN,NaN,NaN,447.909811036661,3.14344244729728,6.29098325502127,13.8237697193399,59.8319638697431,8.88E-16,NaN,NaN,NaN,NaN,4.16E-17,NaN,NaN,NaN,NaN,1.08E-19,NaN,NaN,NaN,NaN,2.22E-16,NaN,NaN,NaN,NaN,2.13E-14,NaN,NaN,NaN,NaN,8.88E-15,NaN,NaN,NaN,NaN,5.2E-18,NaN,NaN,NaN,NaN,2.22E-16,NaN,NaN,NaN,NaN,1.33E-15,NaN,NaN,NaN,NaN,0.029620604503582,0.001195768317586,0,0.002228722373714,0.01139430270161,0.030255418387242,0,0,0.002959769190056,0.011839076760225,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,35.9322591523929,0,0,1.10526183049063,3.04347670064607,0.955707357974102,0.111195788888522,0,0.02586266193275,0.101157401542419,1.39E-16,NaN,NaN,NaN,NaN,409847.330581443,1
4.07621743106177,0.92953903621516,0.940286163331356,1.23210552590874,0.92953903621516,0.030083275226319,0.261407784257143,0.270128659498383,0.153361356299512,0.261407784257143,NaN,0.147661755797755,0.126246261223488,0.143680277506403,0.147661755797755,NaN,0.145978198538111,0.135116906810718,0.194168032921069,0.145978198538111,NaN,1.82428138638886,2.27661598379505,0.930356024047791,1.82428138638886,NaN,1.94081409271892,2.42482307579979,0.776889845382635,1.94081409271892,0.002823295205624,0.286966576245263,0.306482656868524,0.104499392864388,0.286966576245263,1.44834398350121,122.135199651208,118.155255553872,53.8928514108402,122.135199651208,2.3634433773178,45.4490301496741,44.4461918822206,26.2239112343743,45.4490301496741,0.063327200025641,0.660777906281301,0.559009288709618,0.207208103707135,0.660777906281301,0.061826289747842,0.616947444505058,0.509080300689675,0.131545297335833,0.616947444505058,NaN,0.133847015103434,0.118686634666738,0.17886197316926,0.133847015103434,NaN,7,6,5,7,250.189229078886,305.737798232618,300.877347476015,268.299246587472,305.737798232618,2.03531778050176,3.44775959060173,4.58174048078174,5.50447958293898,3.44775959060173,0.200164080093981,21.217392489962,20.6169002496801,10.1082860447461,21.217392489962,65.5204881420359,16.1557368021458,4.28688500635326,2.82377033401281,16.1557368021458,0,0.068669837202399,0.028285555084752,0.16623041228572,0.068669837202399,0.051971759469963,0.112665274382261,0.043921721760459,0.046534455829995,0.112665274382261,NaN,0.021546576952092,0.002966593225564,0.044100457053991,0.021546576952092,NaN,0.016688406196584,0.008127296642495,0.052155306466557,0.016688406196584,NaN,1.04735460234864,0.385055107805824,0.667035699502569,1.04735460234864,NaN,0.974546216722382,0.482451611198785,0.646193367417852,0.974546216722382,0.003127899107772,0.091337126004934,0.068101175844954,0.058584045091416,0.091337126004934,0,28.245027398246,10.6565605567975,21.5518475946846,28.245027398246,0,6.92672765990471,2.67344327651072,7.04398199129187,6.92672765990471,0.06357357789811,0.090368923669362,0.147490312557164,0.076573380171302,0.090368923669362,0.061497426504502,0.07925604164484,0.136807109229267,0.026309059467167,0.07925604164484,NaN,0.011154997885201,0.000781499013851,0.078220448598539,0.011154997885201,NaN,2,0,0,2,23.9956948301615,3.23173929925906,6.52853605421336,4.84554976997083,3.23173929925906,0.489726492125491,0.395900473690409,0.82727254497463,0.350479025315499,0.395900473690409,0,4.15340466195012,1.60131264075185,3.80311752178564,4.15340466195012,80323.3500439283,1
0.89718928201208,0.826354495656589,1.12261766856003,1.41157375697729,1.11019280529811,0.087233757394944,0.109306258315492,0.091217676093812,0.083562056530631,0.087264320150239,0.110255964995805,0.126888430439228,0.087556358869172,0.078416712554155,0.081698186793661,0.11231938609577,0.111694038933677,0.119512634814968,0.129970023236519,0.103271125531788,0.930577111122508,1.0825389280794,0.889298540644565,0.780918612284851,0.99303814514481,1.03600586512738,1.30244098376125,0.774917773588019,0.560128840658631,0.888484883818955,0.108661617524658,0.165308469677733,0.072884442157613,0.041801205971114,0.070057740484269,135.828690797597,173.837938279165,69.3342984446203,34.9273501812605,71.6883392429699,48.785609157436,57.5078455142219,31.1599060348122,19.7228238420004,31.8612689536782,0.18982094229575,0.313580267565501,0.112486324584127,0.063952040187986,0.098294527833846,0.187452048703562,0.311762354685925,0.106551690842025,0.059195383801125,0.0947126140818,0.098085644375743,0.104799288805511,0.10041541004043,0.108749457019327,0.089846459703598,5,7,3.5,2.5,3,276.972545993037,289.256596215822,263.324992283589,249.139203943569,260.488274979238,2.55736841487487,2.45029747734639,3.21047387584157,3.22686483596784,3.08421027359364,23.2190332909018,28.4232993733453,12.8105011260148,6.70549668314837,13.2108292862028,332.766374847852,35.4344242494553,15.1598352184519,34.8401619875804,56.2581935776398,0.292740810273993,0.047251330087963,0.037309352000725,0.246761318932581,0.089471529094046,0.01921486565979,0.005961424035484,0.009476513257771,0.011957764147491,0.006763656821033,0.048736555526278,0.008960297753598,0.012130027547306,0.032854457739374,0.009073767205322,0.01841170403359,0.013047483222599,0.027038322717354,0.058658321389178,0.015650253570439,0.24911484857628,0.102340481161582,0.195577776972532,0.511208699666529,0.125563493970083,0.329479797030298,0.179804886107291,0.166558796859362,0.369848772958972,0.115500593450863,0.075756237615892,0.018039319025464,0.01241245098977,0.017901924501953,0.00846785450229,99.5636896188403,30.8922876036233,7.06252359880045,18.4878287989205,17.8053570637893,25.3440714906107,6.7503489533067,2.10440783975671,6.91991648982199,5.23593051113763,0.174047906377084,0.03343973108689,0.023474366133594,0.005215447567323,0.018796421277106,0.169364570319885,0.036174956767354,0.021047247573733,0.006577264866792,0.019402931357035,0.020566390144321,0.010815487750327,0.013617383244726,0.071074387046893,0.00824952310576,3.25,1,1,1,1,26.6220610377897,2.78253768083601,5.10243275857386,2.65616666785763,4.93788639715842,0.498672089375868,0.166866263590458,0.32943949566821,0.459223197889233,0.280976867133158,15.0123060070486,3.95324058185613,1.20098448056389,3.40278936159768,3.00246120140972,451619.035306166,0
1.21747565132183,0.973555749150879,1.03255591266917,1.07374874006973,1.02506958334844,0.069825593902126,0.080074103436182,0.072180898255045,0.07118899124627,0.076100775085674,0.555441756084428,0.420761996448263,0.519171599964938,0.582131612953878,0.500390491493552,0.564764508189191,0.410308663679077,0.515982146345034,0.542759716846095,0.50840452273905,0.115147401711563,0.194300810133196,0.135155686187199,0.114674902086568,0.144313296445436,0.101646621051777,0.198955680190964,0.131082995358042,0.107080100369285,0.137662647122142,0.047526153569179,0.083712989201872,0.067778732506585,0.061849533216976,0.07215959825675,54.3579277298918,106.306854426956,89.2453985410358,79.4857870339522,91.0830743089972,26.4934988488711,41.4322228723315,36.8616015611232,34.1139220888617,37.3749121462623,0.44824491363242,0.550733795619024,0.535936027908885,0.526948896324506,0.561867164206247,0.447254010941833,0.551174795837142,0.531443001236767,0.525523462856654,0.561040693137329,0.632031875297573,0.412114099685379,0.536469288761955,0.626024904893691,0.525896567858516,18,17,19,18.5,19,297.970815965209,303.015687854586,302.135096186854,301.864448541423,303.442742424863,1.68391540992761,1.66804839879528,1.77428939240028,1.70397266581704,1.70915463061255,10.208368084793,18.8154235288342,16.1132084475655,14.5118958068136,16.4134545677065,596.176196194254,8.23770445771515,2.02049169037491,1.1639343611896,22.6639331597835,1.73040185541286,0.021161602617498,0.033431662552398,0.048953992248723,0.152751230661178,0.014396254231055,0.004439310009304,0.001610976039426,0.000372837978125,0.005104352229273,0.156115182326672,0.006291533765545,0.047330404537692,0.078589621440186,0.08217994185949,0.167809652402574,0.018729267079012,0.033403752975472,0.02015138802665,0.124601714274399,0.057760593440572,0.00459583314606,0.019688125660606,0.021273442540656,0.058556159289711,0.065094766081671,0.000866409938968,0.023311520308427,0.024694269669089,0.076947062252359,0.054598928200419,0.001615145302422,0.005898468097832,0.005959930481385,0.026699514060601,70.8869132756077,6.76000118099741,8.66259680624546,10.8566262079219,45.9927088052996,27.9791415120914,1.76733278848329,2.38635356194024,3.10900538258269,12.1691153700174,0.285689160249842,0.002071838433039,0.008147182513685,0.009827080655072,0.090449252559949,0.285124431975419,0.000986589730019,0.005261811893433,0.006577264866792,0.093397161108442,0.263644162412998,0.013135860275458,0.066228058791235,0.112883173472238,0.142637744432446,2,1.5,0,1,1,20.7666876426816,0.043170651897924,0.23907891539551,0.30221637546731,3.96371124766154,0.117951459933863,0.019322857282335,0.052465363060174,0.088168090106307,0.074880076893802,13.2108292862028,1.0508614204934,1.40114856065787,1.80147672084583,7.20590688338333,973500.298393944,1
1.326636737412,0.808764306472057,0.785188936736117,0.78505139854417,0.808764306472057,0.069656926442172,0.142295626532165,0.1338504439533,0.090417813273292,0.142295626532165,0.397318087215288,0.21983485533125,0.240908047954488,0.275957027056631,0.21983485533125,0.453160930713412,0.182742247204882,0.196065697710997,0.230930840587205,0.182742247204882,0.140567320747656,0.803725545725349,0.70861281565683,0.428050920435718,0.803725545725349,0.108101933181691,0.992835510733904,0.902039730065416,0.546819647724016,0.992835510733904,0.039554539292872,0.217487148904541,0.217055314657649,0.147555069060747,0.217487148904541,42.0133861770344,185.705427790996,202.869687650138,202.781717148083,185.705427790996,22.3128911270426,60.0813077855554,63.7322922561294,63.7240495042799,60.0813077855554,0.282601350042912,0.651016598274897,0.695667061679205,0.602401445868099,0.651016598274897,0.278876030351967,0.617934034235077,0.66331716181594,0.603135188284796,0.617934034235077,0.498839021014106,0.177628539042658,0.189071211639256,0.214568011830024,0.177628539042658,11,11,12.5,15,11,286.564862045298,305.724535314857,307.487032853619,305.190351925188,305.724535314857,1.75470970942309,3.38135500010336,3.00478984080568,1.81301240156354,3.38135500010336,8.00656320375925,29.9245299740502,32.026252815037,32.026252815037,29.9245299740502,429.811451392248,1.54098352044821,0.495901611633599,11.3032780569047,1.54098352044821,0.37528702750737,0.02548529491945,0.02166544455243,0.017225804758365,0.02548529491945,0.008448274635221,0.009094544379043,0.007795820778686,0.004828736362119,0.009094544379043,0.194765787744414,0.026061345294211,0.016085039952267,0.006345346459978,0.026061345294211,0.223011739685366,0.021774153942998,0.004872747069232,0.008975524155985,0.021774153942998,0.104304513530298,0.121220051902297,0.069005408234741,0.033476725432276,0.121220051902297,0.107213441690501,0.118597402651392,0.062994158685584,0.053115490966001,0.118597402651392,0.024439517784164,0.00019721378894,0.000666454704845,0.013596017350489,0.00019721378894,35.2152996092049,17.5439008753849,16.7846188429005,13.4940146030136,17.5439008753849,12.386801814017,3.78555241473578,3.51641652641229,2.81929562041959,3.78555241473578,0.123733986626412,0.054625802078918,0.034675124729697,0.023812933538212,0.054625802078918,0.125296895712381,0.080900357861538,0.009865897300188,0.021047247573733,0.080900357861538,0.349392091974595,0.01547492973091,0.007410415462286,0.006886253842834,0.01547492973091,3,2,1,0,2,11.6267268159262,3.16583962347085,0.359155454053109,0.839972455408429,3.16583962347085,0.16198225800632,0.451354298600545,0.301776019994811,0.009074985708163,0.451354298600545,6.35520954298391,2.20180488103379,2.00164080093981,1.60131264075185,2.20180488103379,709489.022423178,1
