0,26.355103
2,24.56665
4,26.040649
6,25.549316
8,24.205376
10,24.797866
12,24.696709
14,23.714043
16,21.257378
18,19.65332
20,18.670654
22,18.540596
24,18.670654
26,18.179321
28,15.361382
30,9.4653859
32,10.578111
34,14.812245
36,18.598399
38,25.910591
40,28.858589
42,28.020432
44,21.979927
46,23.844102
48,25.549316
50,27.514648
52,27.38459
54,25.910591
56,24.56665
58,23.945259
60,23.583984
62,19.783379
64,18.179321
66,22.832534
68,21.979927
70,23.323867
72,22.211142
74,20.375869
76,23.714043
78,27.124472
80,22.370103
82,23.453926
84,28.72853
86,21.127319
88,21.228476
90,16.835381
92,16.835381
94,21.618652
96,22.341201
98,18.497243
100,17.55793
102,16.633067
104,15.361382
106,19.031929
108,16.604165
110,11.430718
112,13.135932
114,6.5462898
116,9.3353271
118,8.6850335
120,6.3873291
122,3.7138995
124,8.0925437
126,12.124365
128,12.904717
130,14.609931
132,17.153302
134,19.292046
136,17.066597
138,14.73999
140,13.497207
142,9.8266602
144,10.549209
146,8.9740529
148,6.8786621
150,6.0260548
152,5.5347218
154,14.725539
156,18.974125
158,12.904717
160,11.922051
162,11.416267
164,18.179321
166,21.951025
168,22.601318
170,20.014595
172,21.87877
174,21.748711
176,22.109985
178,21.618652
180,21.488594
182,23.453926
184,30.07247
186,27.572452
188,26.401924
190,27.023315
192,18.497243
194,19.523262
196,13.352697
198,12.644599
200,12.413384
202,9.9711699
204,18.511694
206,18.714007
208,12.94807
210,20.274712
212,20.144653
214,16.344048
216,16.835381
218,15.982774
220,23.136004
222,24.205376
224,23.22271
226,21.445241
228,23.323867
230,15.433637
232,13.164834
234,15.000108
236,14.942304
238,16.705322
240,13.034776
242,12.543443
244,11.199502
246,10.86713
248,15.361382
250,25.086885
252,32.167861
254,30.043568
256,22.109985
258,22.601318
260,23.974161
262,19.65332
264,17.818047
266,16.083931
268,14.118598
270,7.6590145
272,8.5116218
274,14.248657
276,16.835381
278,18.540596
280,17.196655
282,13.265991
284,15.722656
286,17.066597
288,16.344048
290,18.208223
292,17.326714
294,17.095498
296,23.453926
298,25.419258
300,16.777577
302,20.635986
304,18.338282
306,17.687988
308,18.540596
310,14.075246
312,17.55793
314,20.505928
316,22.572416
318,24.436592
320,25.60712
322,31.185195
324,26.416375
326,17.326714
328,18.800713
330,22.442358
332,23.844102
334,22.008829
336,21.618652
338,20.144653
340,18.439439
342,18.30938
344,17.326714
346,17.355616
348,20.635986
350,19.133085
352,14.73999
354,20.144653
356,21.387437
358,24.56665
360,18.728458
362,16.546362
364,14.58103
366,13.265991
368,18.670654
370,19.523262
372,19.783379
374,22.702475
376,21.849868
378,18.121517
380,20.086849
382,22.962593
384,21.560848
386,19.624418
388,18.179321
390,24.335435
392,17.196655
394,12.774658
396,11.517424
398,9.3064252
400,0.5924898
402,5.939349
404,13.757324
406,13.974089
408,21.849868
410,22.370103
412,21.459692
414,16.647518
416,10.968287
418,10.289091
420,15.592598
422,10.11568
424,21.127319
426,13.063678
428,13.45587
430,14.653284
432,10.317993
434,7.3699951
436,7.3699951
438,7.1098776
440,1.3005874
442,4.7832713
444,1.1560777
446,3.5982917
448,9.8266602
450,11.661933
452,11.1706
454,5.5347218
456,7.3988971
458,8.7087331
460,9.3353271
462,11.1706
464,11.1706
466,9.4653859
468,16.213989
470,19.292046
472,21.979927
474,19.783379
476,20.997261
478,20.274712
480,20.635986
482,22.500162
484,23.945259
486,23.8152
488,26.271865
490,27.514648
492,22.861436
494,24.740062
496,30.043568
498,28.757432
500,23.092651
502,18.38497
504,16.122578
506,21.748711
508,26.662041
510,21.951025
512,10.679267
514,0.39017621
516,0
518,4.4942519
520,7.9913869
522,4.7543694
524,4.4219971
526,1.2861364
528,6.8786621
530,9.9567189
532,18.049263
534,15.361382
536,30.462646
538,30.07247
540,29.306569
542,30.101372
544,27.980145
546,22.109985
548,19.393203
550,16.474107
552,16.663703
554,19.234242
556,12.702403
558,10.578111
560,11.844755
562,4.927781
564,10.650365
566,7.8613281
568,11.893149
570,13.135932
572,16.878734
574,22.47126
576,25.057983
578,25.549316
580,25.650473
582,19.783379
584,13.034776
586,12.413384
588,13.887383
590,13.713971
592,19.292046
594,10.346895
596,9.4653859
598,12.644599
600,11.922051
602,9.8266602
604,9.3642291
606,13.294893
608,19.690543
610,21.257378
612,17.155036
614,12.21107
616,13.265991
618,14.566579
620,17.55793
622,20.014595
624,21.387437
626,19.783379
628,18.670654
630,15.621499
632,15.101265
634,8.7717393
636,9.3064252
638,12.904717
640,5.2457024
642,2.3266063
644,9.4364839
646,11.791992
648,13.063678
650,16.994342
652,25.290879
654,25.939493
656,14.664375
658,12.774658
660,12.875815
662,12.702403
664,20.766045
666,21.748711
668,23.22271
670,19.523262
672,18.800713
674,17.456773
676,22.240044
678,23.453926
680,23.323867
682,22.109985
684,19.884536
686,17.456773
688,17.687988
690,19.031929
692,20.505928
694,21.488594
696,16.112832
698,17.687988
700,15.130166
702,15.953872
704,13.804145
706,13.135932
708,12.081012
710,10.317993
712,9.8266602
714,10.317993
716,12.919168
718,15.722656
720,12.774658
722,14.118598
724,14.841147
726,15.361382
728,16.344048
730,18.019352
732,28.13604
734,31.084038
736,31.676528
738,28.858589
740,27.644707
742,30.332588
744,28.034883
746,25.650473
748,26.849904
750,31.936646
752,28.323903
754,30.66496
756,27.933727
758,28.237197
760,25.375905
762,22.47126
764,24.075317
766,21.748711
768,16.300695
770,20.737143
772,23.193808
774,23.8152
776,24.205376
778,24.696709
780,23.063749
782,22.008829
784,24.797866
786,27.774766
788,27.803668
790,27.023315
792,27.153374
794,21.633103
796,23.583984
798,21.488594
